"Record Id","Lead Owner.id","Lead Owner",Company,"First Name","Last Name",Title,Email,Phone,Fax,Mobile,Website,"Lead Source","Lead Status",Industry,"No. of Employees","Annual Revenue",Rating,"Created By.id","Created By","Modified By.id","Modified By","Created Time","Modified Time","Lead Name",Street,City,State,"Zip Code",Country,Description,"Skype ID","Email Opt Out",Salutation,"Secondary Email",Currency,"Exchange Rate","Last Activity Time",Twitter,Tag,"Converted Date Time","Lead Conversion Time","Unsubscribed Mode","Unsubscribed Time","Converted Account.id","Converted Account","Converted Contact.id","Converted Contact","Converted Deal.id","Converted Deal","Change Log Time","Is Converted",Locked,"Last Enriched Time","Enrich Status","Data Processing Basis Details.id","Data Processing Basis","Data Source"
zcrm_6045419000000486135,zcrm_6045419000000489059,Débora,,,"Lumiar Education",,websialive+85176+leadpjMWwHvYAmYJ7u1bFHrQjj@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Lumiar Education",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486136,zcrm_6045419000000489059,Débora,,,"IP School",,websialive+85176+leadtKLW1AnFZkwixjcwF6phvC@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","IP School",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486137,zcrm_6045419000000489059,Débora,,,"YES Idiomas",,websialive+85176+lead9Hv8Jit28Jd6gwUYDmhGpB@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","YES Idiomas",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486138,zcrm_6045419000000489059,Débora,,,"InFLUX English School",,websialive+85176+leadph1trL6SJf35HFfjehdhad@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","InFLUX English School",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486139,zcrm_6045419000000489059,Débora,,,"Maple Bear Canadian School",,websialive+85176+leadvXs2ibKArPXFwsTUeQrkh1@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Maple Bear Canadian School",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486140,zcrm_6045419000000489059,Débora,,,CCAA,,websialive+85176+lead78r1uTFAndUKZ51aosDDfi@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",CCAA,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486141,zcrm_6045419000000489059,Débora,,,"CEBRAC Cursos Profissionalizantes",,websialive+85176+leadqtvr7vbiMeTF9DjsVAu6sz@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","CEBRAC Cursos Profissionalizantes",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486142,zcrm_6045419000000489059,Débora,,,"Instituto Brasileiro de Línguas",,websialive+85176+leadjTM1RoXsnATBJx1mDKwjbU@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Instituto Brasileiro de Línguas",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486143,zcrm_6045419000000489059,Débora,,,"The Kids Club",,websialive+85176+leadkweTPtEyqmXMmMP2rL4PJP@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","The Kids Club",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486144,zcrm_6045419000000489059,Débora,,,"ENAP Escola Nacional de Administração Pública",,websialive+85176+leada9WVggRbrBKwUEU4k7sZt9@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","ENAP Escola Nacional de Administração Pública",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486145,zcrm_6045419000000489059,Débora,,,"Animal Place",,websialive+85176+leadaUikHBH7ac9eyUAbvmzRyx@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Animal Place",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486146,zcrm_6045419000000489059,Débora,,,"Só Multas",,websialive+85176+leadbNMQU3trs2xgY5rT7g2F4a@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Só Multas",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486147,zcrm_6045419000000489059,Débora,,,"Dr. Fiscal - Grupo Fiscal do Brasil",,websialive+85176+leadvn6sxikG7T6oSP5z5v6iZE@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Dr. Fiscal - Grupo Fiscal do Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486148,zcrm_6045419000000489059,Débora,,,"Grupo Medição",,websialive+85176+leadmkKYiajYWjT2YSbYck3Ww9@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Grupo Medição",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486149,zcrm_6045419000000489059,Débora,,,"Grupo É Seguro",,websialive+85176+leadtHEHbfccqkmKzYXTw1uqrh@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Grupo É Seguro",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486150,zcrm_6045419000000489059,Débora,,,Nutrimais,,websialive+85176+leadd5knzgwmS8HgLiHFdCNCdu@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Nutrimais,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486151,zcrm_6045419000000489059,Débora,,,"Rede FarMelhor",,websialive+85176+leadeWC4oJzejwQ4u12fiZWN49@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Rede FarMelhor",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486152,zcrm_6045419000000489059,Débora,,,"Royal Face",,websialive+85176+lead2eMNgpvES2bdSHcfX7NaNN@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Royal Face",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486153,zcrm_6045419000000489059,Débora,,,OdontoClinic,,websialive+85176+leadqV8yMyUZXH4v8MAsfBGjD8@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",OdontoClinic,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486154,zcrm_6045419000000489059,Débora,,,"Claro Brasil",,websialive+85176+leadsNqTkkz3w7XnmYb94XFkAe@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Claro Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486155,zcrm_6045419000000489059,Débora,,,"Home Angels",,websialive+85176+leaduhMu26bHwngz9N2X4bsTWD@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Home Angels",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486156,zcrm_6045419000000489059,Débora,,,"Odonto Special",,websialive+85176+lead8CjDDA4qPd1931T7gcNLFF@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Odonto Special",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486157,zcrm_6045419000000489059,Débora,,,"Avon Cosméticos Ltda",,websialive+85176+leadjwrLJXrcinBHS2s5QzvCww@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Avon Cosméticos Ltda",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486158,zcrm_6045419000000489059,Débora,,,Orthopride,,websialive+85176+lead9odHVRD2X9TmojPbPBkutD@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Orthopride,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486159,zcrm_6045419000000489059,Débora,,,"Grupo Salus",,websialive+85176+leadfVx6n3XDnWqv22kXjsqRgT@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Grupo Salus",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486160,zcrm_6045419000000489059,Débora,,,"Vida Card",,websialive+85176+lead7447RgM4QXVRTt86fWg5bN@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Vida Card",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486161,zcrm_6045419000000489059,Débora,,,Sindifisco-AM,,websialive+85176+leadrBjNWsXTtreyxt3zvf9g3J@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-AM,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486162,zcrm_6045419000000489059,Débora,,,Sindifiscal-ES,,websialive+85176+leaduAERwz2JXyMZPD3xqoErhH@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifiscal-ES,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486163,zcrm_6045419000000489059,Débora,,,SINDAFTEMA,,websialive+85176+lead5fRgBbafyKdv3gDLjCP3qk@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",SINDAFTEMA,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486164,zcrm_6045419000000489059,Débora,,,Sindifisco-MS,,websialive+85176+lead3CDXZ5uoqojx7aps5mnfkg@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-MS,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486165,zcrm_6045419000000489059,Débora,,,Sindifisco-MT,,websialive+85176+leadtxTkPCdu8msfkM8yGfwYxt@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-MT,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486166,zcrm_6045419000000489059,Débora,,,"DS Ceará",,websialive+85176+leadmrkH253HCrXvLC2eM1bdva@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","DS Ceará",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486167,zcrm_6045419000000489059,Débora,,,Sindifisco-MG,,websialive+85176+leadi51AydpC3cRQ3yqsPULxXy@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-MG,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486168,zcrm_6045419000000489059,Débora,,,"DS Curitiba",,websialive+85176+leadeKnqLbGRgkQkTJGch9sHRq@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","DS Curitiba",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486169,zcrm_6045419000000489059,Débora,,,Sindifisco-PE,,websialive+85176+lead7Fh6tRr1NT4hyWt3ATE9df@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-PE,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486170,zcrm_6045419000000489107,"Raquel Santana",,,Natura,,websialive+85176+leadpdpobQ1NuaZDMBq1kkv37z@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Natura,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486171,zcrm_6045419000000489059,Débora,,,Sindifisco-GO,,websialive+85176+lead9csrs57rqmvyratab1YwfA@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-GO,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486172,zcrm_6045419000000489107,"Raquel Santana",,,Crefisa,,websialive+85176+lead4PukFrXcv2uxwbuQPKdnFR@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Crefisa,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486173,zcrm_6045419000000489107,"Raquel Santana",,,Adeservip,,websialive+85176+leadnWnFPcMTNL4XmiCLkPoDX9@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Adeservip,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486174,zcrm_6045419000000489059,Débora,,,Sindifiscal-TO,,websialive+85176+lead2sHJ2QNeRFoKpf5MPe4tty@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifiscal-TO,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486175,zcrm_6045419000000712014,"Mayara Castelao","99 Tecnologia Ltda",Thiago,Nascimento,,thiago.nascimento@99app.com,,,11991719430,https://99app.com/,"Manually created",,"Empresa grande",,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000736001,"Felipe Abreu","2023-12-07 16:13:35","2024-06-18 18:20:19","Thiago Nascimento",,,,,,,,false,,,BRL,1.000000000,"2024-06-18 18:20:19",,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486176,zcrm_6045419000000489059,Débora,,,ABRAPP,,websialive+85176+leadkZeit7QkmqpS1qmzYKkgyr@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",ABRAPP,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486177,zcrm_6045419000000489107,"Raquel Santana",,,"Abb Brasil",,websialive+85176+leadprfLyQ2bD9JkgRSCeqTnng@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Abb Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486178,zcrm_6045419000000489107,"Raquel Santana",,,"Mercado Livre",,websialive+85176+leadtQLkB3dUgxcBT1dQypCQj8@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Mercado Livre",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486179,zcrm_6045419000000489059,Débora,,,Sindifisco-SC,,websialive+85176+lead63G8fbVeoaeKRhSqej752H@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-SC,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486180,zcrm_6045419000000489059,Débora,,,"DS Brasília",,websialive+85176+leadaqrAfwHjHRDpdr13y1Am7F@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","DS Brasília",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486181,zcrm_6045419000000489059,Débora,,,"DS São Paulo",,websialive+85176+leadtdg1Z2yw5NmRRSwRCxfq4V@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","DS São Paulo",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486182,zcrm_6045419000000489107,"Raquel Santana",,,Carrefour,,websialive+85176+leadaYKtcvDg8b9E7GNFb3cXUi@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Carrefour,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486183,zcrm_6045419000000489059,Débora,,,Sindifisco-SE,,websialive+85176+leadfyv2yDXijofqqNLakCi4yn@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Sindifisco-SE,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486184,zcrm_6045419000000489059,Débora,,,ANEPREM,,websialive+85176+lead2ag4UvWGaMdpsF5M3MnHgH@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",ANEPREM,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486185,zcrm_6045419000000489059,Débora,,,AFPESP,,websialive+85176+lead5BCVxA4Ppgfk98qJ83jCZc@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",AFPESP,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486186,zcrm_6045419000000489059,Débora,,,"GS1 BRASIL",,websialive+85176+leadwSi4kpsZ8CjvK8T1T6ycNz@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","GS1 BRASIL",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486187,zcrm_6045419000000489107,"Raquel Santana",,,"Avon Cosméticos Ltda",,websialive+85176+lead4tMuzHABge3xE8QVYkCJQW@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489107,"Raquel Santana",zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Avon Cosméticos Ltda",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486188,zcrm_6045419000000489059,Débora,,,"Jones Lang Lasalle",,websialive+85176+leadttCtfYC1CghVMwzqVt7xRu@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Jones Lang Lasalle",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486189,zcrm_6045419000000489059,Débora,,,Cushman&Wakefield,,websialive+85176+lead11BsGVrSGsjz1NMGEdG2h2@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Cushman&Wakefield,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486190,zcrm_6045419000000489059,Débora,,,"Banco Bocom BBM",,websialive+85176+leadq6Dmq7EceeMMEcT3SCmbNn@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco Bocom BBM",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486191,zcrm_6045419000000489059,Débora,,,"ADAMA Brasil",,websialive+85176+leadqnppvJSjdpseswUGx3pMA5@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","ADAMA Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486192,zcrm_6045419000000489059,Débora,,,"Banco Fibra",,websialive+85176+leadroCdX8WHh7LE9CLyiJQbuD@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco Fibra",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486193,zcrm_6045419000000489059,Débora,,,"Blue Logística (2 Alianças)",,websialive+85176+lead52Ya3HRmc35Jo5V8aBtUrG@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Blue Logística (2 Alianças)",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486194,zcrm_6045419000000489059,Débora,,,Balaroti,,websialive+85176+leadtXQoP7PyAoXvTwUadDGPFU@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Balaroti,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486195,zcrm_6045419000000489059,Débora,,,"ABB Brasil",,websialive+85176+leadvhHQhzfrfkSm2RFrKUpGDN@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","ABB Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
